Company,Funding (est $),Notable Investors,Headcount,URL,Description,Category,Focus,Value Chain Layer,Modality,Product Focus,Industry,Active?,Founded,HQ,Logo,Founders,Last Round,Valuation,Business Model,Open Source?,Unnamed: 21
Gretel,67699996.0,"Village Capital, Village Global, Greylock, Section 32, Anthos Capital",48.0,https://gretel.ai/,"* The Developer Stack for Synthetic Data.
- Power AI, Data Science, Testing, Analytics and More.
- Synthetic data that’s as good, or even better than the data you have. Or don’t have. Create and share data with the best-in-class accuracy and privacy guarantees – on demand.",Data,Synthetic data generation,AI Development & Tools,,Data Management,General,Yes,2019.0,"San Diego, CA",,,,,,,
Growth Marketing Pro,,,,https://www.growthmarketingpro.com/, Growth Marketing Pro provides actionable growth hacking strategies and tools to help businesses scale and increase revenue efficiently.,Text,Growth Marketing / SEO Content generation,Applications (Vertical),,,,,2017.0,SF Bay Area,,,,,,,
Hally AI,,,,https://hally.ai/," Hally AI
 Hally AI provides AI-driven solutions for creating personalized, interactive, and lifelike digital humans for businesses to enhance customer engagement.",Text,Recruitment task admin & content generation,Applications (Vertical),,,,,2022.0,"London, UK",,,,,,,
Harmonai,500000.0,"Alchemist Accelerator, Emerging Ventures, IU Ventures",,https://www.harmonai.org/," Harmonai
 Harmonai uses AI to create personalized music experiences, generating unique compositions tailored to individual listener's preferences and emotional states.",Audio,Audio generation,Applications (Vertical),,,,,2020.0,Other US,,,,,,,
Harvey,26000000.0,"Sequoia Capital, Elad Gil, SVA, OpenAI Startup Fund, Conviction VC",,https://harvey.ai/,AI for law firms,Legal,Legal text generation,Applications (Vertical),Text,General Writing & Editing,Legal,Yes,2022.0,SF Bay Area,,,,,,,
Hazy,14778644.0,"Wells Fargo, Ascension, Nationwide Building Society, M12 - Microsoft's Venture Fund, Amadeus Capital Partners",,https://hazy.com/," Hazy provides AI-driven synthetic data generation and anonymization, ensuring privacy compliance while enabling data analysis and machine learning.",Data,Finance synthetic data,AI Development & Tools,,,,,2017.0,"London, UK",,,,,,,
Headlime,,,,https://headlime.com/," Headlime
 Headlime offers AI-powered copywriting assistance, helping users create high-quality content efficiently for various marketing and communication purposes.",Text,Marketing copywriting,Applications (Horizontal),,,,,2020.0,Europe,,,,,,,
Hebbia,31100000.0,"Index Ventures, Peter Thiel, Radical Ventures, Naval Ravikant, Abstract Ventures",,hebbia.ai," Hebbia
 Hebbia offers a search enhancement tool that uses AI to understand and anticipate user search needs, improving productivity.",Semantic Search,Personal AI Analyst,Applications (Horizontal),,,,,2020.0,"New York, NY",,,,,,,
Hebbia.ai,28100000000000.0,"Chih-Yuan Yang,Cory Levy,Floodgate Fund,Human Capital,Index Ventures,Kevin Hartz,Michael Fertik,Naval Ravikant,Peter Thiel,Radical Ventures,Ram Shriram",15.0,www.hebbia.ai,"* Search, reinvented.
- Make decisions 10X more confidently and quickly with AI-powered insights.",Knowledge Bases / Vector Search Apps,,Applications (Horizontal),Text,Customer support / Knowledge Management,General,Yes,,,,,,,,,
Here Be Taverns,,,,https://www.herebetaverns.com/," Here Be Taverns
 AI-powered tool that generates unique, detailed descriptions of fantasy taverns for role-playing games.",Game,Gaming world generation,Applications (Vertical),,,,,2023.0,Unknown,,,,,,,
Hexo,270000.0,Antler India,,https://hexo.ai/," Hexo is a platform that uses AI to transform data into insightful and actionable narratives, automating business reporting and analytics.",Image,Custom image generation,Applications (Horizontal),,,,,2022.0,APAC,,,,,,,
HeyGen,9000000.0,"Sequoia Capital China, IDG Capital, Baidu Ventures",,https://www.heygen.com/," HeyGen
 HeyGen is a generative AI platform that creates personalized and unique content for marketing, advertising, and social media campaigns.",Video,Text to Video,Applications (Vertical),,,,,2022.0,"Los Angeles, CA",,,,,,,
hi4.ai,,,,https://hi4.ai/," hi4.ai
 Hi4.ai is an AI-driven platform that helps businesses to automate their customer service with chatbots, improving response times and customer satisfaction.",Classification,Data labeling/tagging,Applications (Horizontal),,,,,2020.0,Israel,,,,,,,
HIPSTO,3000000.0,,,https://hipsto.ai/," HIPSTO
 HIPSTO specializes in advanced AI-driven knowledge discovery and text analysis, transforming unstructured data into structured insights for businesses.",Text,AI Knowledge Discovery Platform,AI Development & Tools,,,,,2017.0,Europe,,,,,,,
Hour One,25000000.0,"Insight Partners, Intel Ignite, Remagine Ventures, Digital Horizon, Galaxy Interactive",29.0,https://hourone.ai/,"* We turn text into video, featuring virtual humans, automatically. 
- Humanize your content at scale. Boost your content creation by converting text into highly engaging videos within minutes.",Video,Text to Video,Applications (Horizontal),Video,Avatars,General,Yes,2019.0,Israel,,,,,,,
Hugging Face,160200000.0,"Sequoia Capital, Betaworks, Coatue, SVA, Charles Zedlewski",,https://huggingface.co/," Hugging Face
 Hugging Face offers a platform for natural language processing (NLP) and machine learning, providing tools and models for text-based AI applications.",MLOps/Platform,ML Models,AI Development & Tools,,,,,2016.0,"New York, NY",,,,,,,
HuggingFace,164900000000000.0,"A.Capital Ventures,Addition,AIX Ventures,Alex Wang,Augusto Marietti,Betaworks,Betaworks Ventures,Brandon Reeves,Coatue Management,Damien Gosset,Dev Ittycheria,Edouard Rosenblum,Florian Douetteau,Greg Brockman,Kevin Durant,Lee Fixel,Lux Capital,Matthieu Vaxelaire,Olivier Pomel,Paul St. John,Rich Kleiman,Richard Socher,Ronny Conway,Sequoia Capital,Sequoia Real Estate Partners,SV Angel,Terrence Rohan,The Chernin Group,Thibaud Elziere,Thirtyfive Ventures",163.0,www.huggingface.co,"* The AI community building the future.
- Build, train and deploy state of the art models powered by the reference open source in machine learning.","MLOps, Infra, & DevTools",,AI Development & Tools,General / Multi-Modal,Model Development & Tools,General,Yes,,,,,,,,,
HumanLoop,2900000000000.0,"AlbionVC,Index Ventures,Phoenix Court,UCL Technology Fund,Y Combinator",6.0,www.humanloop.com,"* Make GPT–3 faster, cheaper, more effective
- Find the prompts users love and fine-tune custom models for higher performance at lower cost","MLOps, Infra, & DevTools",,AI Development & Tools,,Model Development & Tools,General,Yes,,,,,,,,,
Humanloop,2725000.0,"Y Combinator, Index Ventures, Gerald Parloiu, Raphael Danilo, UCL Technology Fund",,https://humanloop.com/," Humanloop
 Humanloop provides a platform for training AI models more efficiently using fewer data, enabling faster deployment of high-performing AI solutions.",MLOps/Platform,Model development,AI Development & Tools,,,,,2020.0,"London, UK",,,,,,,
Hypar,2480000.0,Building Ventures,,https://hypar.io/," Hypar
 Hypar provides generative design functions for architects and engineers, enabling efficient building design and analysis through AI and cloud-based computational methods.",Image,Architecture design,Applications (Vertical),,,,,2018.0,"Los Angeles, CA",,,,,,,
Hypertype,1499749.0,"Antler, Sting, Luminar Ventures, Propel Capital, Plug & Play Mexico",,https://hypertype.co/," Hypertype
 Hypertype is an AI-powered tool that helps users write faster and better by providing real-time suggestions and corrections while typing.",Text,Email generation,AI Development & Tools,,,,,2021.0,Europe,,,,,,,
Hypotenuse AI,125000.0,"Y Combinator, CABRA VC, Nick Raushenbush",,https://www.hypotenuse.ai/,"Hypotenuse AI automates product descriptions for ecommerce businesses using artificial intelligence, saving time and improving content quality.",Text,AI Content,Applications (Vertical),,,,,2020.0,SF Bay Area,,,,,,,
Hypothetic,4505000.0,Trevor Wright,,https://www.hypothetic.art/," Hypothetic
 Hypothetic uses AI to create unique and customizable digital art, providing an innovative solution for artists and designers.",Game,3D art creation and asset management,Applications (Vertical),,,,,2021.0,"Los Angeles, CA",,,,,,,
iGenius,32830752.0,"BlackSheep Ventures, NovaCapital",,https://www.igenius.ai/," iGenius
 iGenius develops AI-driven data analysis tools to help businesses make informed decisions by interpreting and visualizing complex data.",Chatbot/Conversational AI,Data analysis / science automation,AI Development & Tools,,,,,2016.0,Europe,,,,,,,
Imagen,34000000.0,"NFX, Summit Partners, NFX",,https://imagen-ai.com/," Imagen
 Imagen provides AI-driven, real-time photo enhancements, helping photographers edit images quickly and easily.",Image,Photo editing / profile picture generation,Applications (Vertical),,,,,2020.0,Israel,,,,,,,
Incentivai,120000.0,Y Combinator,,https://www.incentivai.co/," Incentivai
 Offers simulations to test and optimize incentive mechanisms, economies, and token systems for blockchain-based projects.",Chatbot/Conversational AI,Automated Virtual Agents,Applications (Vertical),,,,,2018.0,SF Bay Area,,,,,,,
Infinitus,51400000.0,"Google Ventures, Coatue, Gradient Ventures, Firebolt Ventures, Quiet Capital",,https://infinitus.ai/," Infinitus
 Infinitus provides AI voice-enabled solutions for automating healthcare-related phone calls, enhancing efficiency and improving patient experience.",Chatbot/Conversational AI,Healthcare Conversational AI,Applications (Vertical),,,,,2019.0,SF Bay Area,,,,,,,
Inflection,265000000000000.0,Greylock Partners,9.0,www.inflection.ai,"Developer of artificial intelligence (AI) platform designed to improve human-computer interaction. The company's platform addresses the problem"" that humans need to simplify the requests they make to computers and adjust the language to fit what machines can understand, enabling clients to have a seamless experience in understanding machine language",Natural Language Frontends,,Applications (Horizontal),Text,Chat / Conversational,General,Yes,,,,,,,,,
Inflection AI,225000000.0,,,inflection.ai," Inflection AI offers conversational AI solutions that can understand and respond in natural human language, enhancing customer interaction and experience.",MLOps/Platform,cross-industry generative interfaces,Applications (Horizontal),,,,,2022.0,SF Bay Area,,,,,,,
Ingest AI,,,,https://ingestai.io/," Ingest AI merges restaurant data to automate operations, optimize food cost, and enhance profitability, making restaurant management more efficient.",Text,"Turn your docs, wikis, and spreadsheets into a ChatGPT-like context-aware chatbot",Applications (Vertical),,,,,2023.0,Other US,,,,,,,
INK,,,,https://inkforall.com/," INK
 INK is an AI-powered writing platform that optimizes content for SEO to help it rank higher in search engine results.",Text,NLO / content generation,Applications (Horizontal),,,,,2019.0,Other US,,,,,,,
Insilico,401300000.0,"Deerfield, Warburg Pincus, WuXi AppTec, OrbiMed, Juvenescence",,https://insilico.com/," Insilico
 Insilico specializes in AI-driven drug discovery, utilizing deep learning for biomarker development and aging research.",Bio,Protein & drug design,Applications (Vertical),,,,,2014.0,APAC,,,,,,,
InstaDeep,107000000.0,"Google, BioNTech, G42, Bossanova Investimentos, AfricInvest",,http://instadeep.com, InstaDeep leverages AI and machine learning to solve complex problems and deliver decision-making capabilities for businesses across various industries.,MLOps/Platform,industry-specific generative applications,AI Development & Tools,,,,,2015.0,"London, UK",,,,,,,
Instoried,219500000.0,"Venture Catalysts, 9Unicorns Accelerator Fund, EXPERT DOJO, SOSV, Artesian VC",40.0,https://instoried.com/,"* Enhance your content writing experience with instoried.
- Analyze the tones and emotions present in your text. Get recommendations for adding empathy to your content.",Text,Text generation,Applications (Vertical),Text,General Writing & Editing,Marketing,Yes,2018.0,APAC,,,,,,,
Intento,10649998.0,"Berkeley SkyDeck Fund, SkyDeck Berkeley, Amadeo Global, SmartHub, Davidovs Venture Collective (DVC)",,https://inten.to/," Intento provides an AI integration solution, enabling businesses to discover, test, and connect with the best-fitting AI models for their needs.",Text,Content Translation,AI Development & Tools,,,,,2016.0,SF Bay Area,,,,,,,
Interior AI,,,,https://interiorai.com/," Interior AI
 Interior AI provides AI-powered interior design services, turning 2D floor plans into 3D visualizations with customizable furniture and decor.",Image,Interior Design,Applications (Vertical),,,,,2022.0,Europe,,,,,,,
InteriorAI,0.0,No Data,,www.interiorai.com,* Interior design and virtual staging by AI,Vertical,,Applications (Vertical),3D,Asset Generation,Construction & Architecture,Yes,,,,,,,,,
Inventurist,500000.0,,,https://www.inventurist.ai/," Inventurist uses AI to provide predictive analytics and strategic planning solutions, helping businesses to make data-driven decisions and innovate efficiently.",Text,Market research,Applications (Horizontal),,,,,2014.0,SF Bay Area,,,,,,,
InVideo,52500000.0,"Tiger Global Management, Lightspeed Venture Partners, RTP Global, Blume Ventures, Omidyar Network",,https://invideo.io/," InVideo is a platform that allows users to create professional-quality videos quickly and easily, with pre-made templates and a library of media assets.",Video,"Text to Video, Video creation/editing",Applications (Vertical),,,,,2017.0,APAC,,,,,,,
