Company,Funding (est $),Notable Investors,Headcount,URL,Description,Category,Focus,Value Chain Layer,Modality,Product Focus,Industry,Active?,Founded,HQ,Logo,Founders,Last Round,Valuation,Business Model,Open Source?,Unnamed: 21
UneeQ,10000000.0,"Alium Capital, Icehouse Ventures, Navigate Ventures LLC",,https://digitalhumans.com/,,Chatbot/Conversational AI,Digital human creator platform,,,,,,2010,APAC,,,,,,,
United Robots,1766281.0,Investment AB Spiltan,,https://www.unitedrobots.ai/,,Text,News Publishing / Generation,,,,,,2016,Europe,,,,,,,
Unscrambl,2100000000000.0,"gener8tor,Mosaik Partners,OnRamp Insurance Accelerator,Right Side Capital Management",51.0,www.unscrambl.com,* Teams can now get conversational access to to data and insights,Business Intelligence,,Applications (Horizontal),Code,Data Analytics,General,Yes,,,,,,,,,
UnScreen,,,,https://www.unscreen.com/,,Video,Video creation/editing,,,,,,2015,Europe,,,,,,,
Unthink AI,285000.0,"HBAR Fund, George Brody, Anto Thomas",,https://unthink.ai/,,Code,E-Commerce web page generation,,,,,,2022,Other US,,,,,,,
Upword,2000000.0,ATOORO FUND,,https://upword.ai/,,Summarization,News summarization,,,,,,2019,Other US,,,,,,,
Ushur,92000000.0,"8VC, Plug and Play, Iron Pillar, Third Point Ventures, Pentland Ventures",,https://ushur.com/,,Chatbot/Conversational AI,Automated Virtual Agents,,,,,,2014,SF Bay Area,,,,,,,
Valdi,,,,https://valdi.ai/,,MLOps/Platform,Uber for cloud computing,,,,,,2022,"Los Angeles, CA",,,,,,,
Valence,8527784.0,"Techstars, Creative Destruction Lab (CDL), Brightspark Ventures, FounderFuel, Panache Ventures",,https://www.valencediscovery.com/,,Bio,Drug discovery platform,,,,,,2018,North America (excl. US),,,,,,,
Variational AI,3658940.0,"Flying Fish Partners, Alliance of Angels, Lip-Bu Tan, Amarjit Gill, A&E Investments",,https://variational.ai/,,Bio,Novel and selective kinase inhibitors (cancer drugs),,,,,,2019,North America (excl. US),,,,,,,
Vectara,20000000.0,"Charles Zedlewski, Page One Ventures",14.0,https://vectara.com/,"* The AI-powered platform for search.
- Harness the power of advanced neural networks to search your textual data with unrivaled accuracy. All with simple, scalable APIs and zero maintenance.",Semantic Search,Video/Image Search,Applications (Horizontal),Text,Search,General,Yes,2020,SF Bay Area,,,,,,,
Vedia,,,,http://www.vedia.ai/,,Video,Video generation,,,,,,2016,"Miami, FL",,,,,,,
VEED,35000000.0,"Sequoia Capital, s16vc",,https://www.veed.io/,,Video,Video creation/editing,,,,,,2018,"London, UK",,,,,,,
Verloop,8000000.0,"ADQ, Mohandas Pai, Anand Chandrasekaran, Kris Gopalakrishnan, Ganesh Krishnan",,https://verloop.io/,,Chatbot/Conversational AI,Automated Virtual Agents,,,,,,2016,APAC,,,,,,,
Vespa,0.0,,,www.vespa.ai,"* Big Data. AI. Online.
- Make AI-driven decisions using your data, in real time. At any scale, with unbeatable performance.",Vector Search,,Applications (Horizontal),Code,Data Analytics,General,Yes,,,,,,,,,
Viable,10900000.0,"Bossanova Investimentos, Craft Ventures, Merus Capital, GTMfund, StratMinds",19.0,https://www.askviable.com/,"* Don't just organize your feedback, understand it.
- Get customer insights tailored to your C-suite, product, CX, or UX research teams, backed by your customer feedback data.",Sentiment Analysis,Customer support / text analysis,Applications (Horizontal),Code,Customer support / Knowledge Management,General,Yes,2020,SF Bay Area,,,,,,,
Vidyo,1160000.0,,,https://vidyo.ai/,,Video,Video clipping (longform to shortform),,,,,,2021,APAC,,,,,,,
Vizcom,,,3.0,https://www.vizcom.ai/,* AI creative tool assisting professional artists and designers in bringing their ideas to life,Image,Hand sketching and AI to render faster,Applications (Vertical),Image,Image Generation,Product Design,Yes,2021,SF Bay Area,,,,,,,
Vizologi,,,,https://vizologi.com/,,Text,AI generated answers,,,,,,2017,Europe,,,,,,,
VOCHI,1486100000.0,"Rakuten, Andreessen Horowitz, K2 Global, Wellington Management, Bessemer Venture Partners",,https://vochi.com/,,Video,Video creation/editing,,,,,,2010,SF Bay Area,,,,,,,
Voicemod,23047522.0,"BITKRAFT Ventures, Demium, Wayra, K Fund, ABACON CAPITAL",55.0,https://www.voicemod.net/,"* Free Real-Time Voice Changer
- Express yourself with our real-time AI Voice Changer and soundboard to be who you want, when you want in the metaverse. Build your sonic identity for platforms like Roblox, OBS, VRChat, Discord, and more. ",Audio,Voice Changing,Applications (Horizontal),Audio,Audio Editing & Dubbing,General,Yes,2014,Europe,,,,,,,
Voiseed,4073637.0,"European Innovation Council, LIFTT, SkyDeck Berkeley",,https://www.voiseed.com/,,Audio,Multilingual AI dubbing platform,,,,,,2020,Europe,,,,,,,
Vozy,8082600.0,"Globant, Parallel18, Wayra, The Ark Fund, Arash Ferdowsi",,https://www.vozy.co,,Chatbot/Conversational AI,Conversational voice intelligence,,,,,,2017,LatAm,,,,,,,
"Vu Technologies, Inc.",17000000.0,"ADX Labs, Topmark Partners, Jacques Fu, Lane Five Ventures",,https://www.vu.ai/,,Video,Virtual visual production workflows,,,,,,2021,"Miami, FL",,,,,,,
Vue.ai,47000000000000.0,"Abishek Surendran,AIRI Capital,Alpha Wave Global,Array Ventures,Deepak Pulakurthi,Exfinity Venture Partners,Global Brain,growX Ventures,KDDI Ventures Program,rocketship.vc,Sequoia Capital India",306.0,www.madstreetden.com,"[AUTOMATED ON-MODEL IMAGERY TOOL]
* Simplify how you create on-model product photos
- Vue.ai helps fashion retailers create high-quality on-model product photos without the hassle of elaborate photoshoots.",Product Display,,Applications (Vertical),Image,Image Generation,E-Commerce,Yes,,,,,,,,,
Walnut,56000000.0,"NFX, SVA, Immad Akhund, A.Capital Ventures, Graph Ventures, Felicis",,https://www.walnut.io//,,Text,Sales product demos,,,,,,2020,"New York, NY",,,,,,,
Wand,5000000.0,"Angels, Rebellion Ventures",,https://wand.ai/,,MLOps/Platform,End-to-end AI platform to solve business problems and create value faster,,,,,,2022,Israel,,,,,,,
Warp,23000000.0,"Google Ventures, Mischief, Elad Gil, Dylan Field, Contrary",,https://www.warp.dev/,,Code,code generation (terminal),,,,,,2020,"New York, NY",,,,,,,
WaveAI,1400000.0,"500 Global, Goodwater Capital",,https://www.wave-ai.net/,,Audio,Song generation,,,,,,2017,SF Bay Area,,,,,,,
wavel.ai,100000000000.0,Entrepreneur First,,www.wavel.ai,"* Your AI editor for Videos
- Multi diverse organizations use Wavel’s localization solutions to scale content 3x better and win more customers.",Synthetic Voices & Dubbing,,Applications (Horizontal),Audio,Audio Editing & Dubbing,General,Yes,,,,,,,,,
Waymark,4616262.0,"Draper Associates, Revolution, Revolution’s Rise of the Rest Seed Fund, Detroit Venture Partners, First Step Fund",,https://waymark.com/,,Video,Text-to-video generation,,,,,,2010,Other US,,,,,,,
Weave.ai,4000000.0,Techstars,,https://www.weave.ai/,,Summarization,Summarization,,,,,,2015,"Seattle, WA",,,,,,,
Weaviate,17600000000000.0,"Cortical Ventures,ING Ventures,New Enterprise Associates,Scale Asia Ventures,Zetta Venture Partners",11.0,www.semi.technology,"* Weaviate • Vector Search Engine
- Weaviate is an open source vector search engine that stores both objects and vectors, allowing for combining vector search with structured filtering with the fault-tolerance and scalability of a cloud-native database, all accessible through GraphQL, REST, and various language clients.",Vector Search,,AI Development & Tools,,Data Management,General,Yes,,,,,,,,,
Weights & Biases,200000000.0,"NVIDIA, Gaingels, Insight Partners, Hack VC, Coatue",,https://wandb.ai/site,,MLOps/Platform,Model development,,,,,,2017,SF Bay Area,,,,,,,
WellSaid,10000000.0,"Qualcomm Ventures, FUSE, Good Friends, Voyager Capital",50.0,https://wellsaidlabs.com/,"* Convert text to voice in real time
- With WellSaid, you and your team can create voiceover for all your digital content. All it takes is one click.",Audio,Text to Speech,Applications (Horizontal),Audio,Audio Editing & Dubbing,General,Yes,2018,"Seattle, WA",,,,,,,
Whizle,,,,https://whizle.com,,Text,Generates quizzes from videos,,,,,,2021,"London, UK",,,,,,,
Windsor,3100000.0,"Y Combinator, Guillermo Rauch, Precursor Ventures, Siqi Chen, Andrew Wilkinson",9.0,https://www.windsor.io/,"* Send a personal video to every single customer so they never forget your brand
- Record one video and Windsor's AI sends out millions of personalized copies to your customers.",Video,Personalized videos,Applications (Horizontal),Video,Avatars,General,Yes,2018,SF Bay Area,,,,,,,
Wisecut,250000.0,"Meta, Google for Startups, TheVentureCity",,https://www.wisecut.video/,,Video,Video editing,,,,,,2019,"Miami, FL",,,,,,,
Woebot,139400000000000.0,"10X Capital,AI Fund,Alumni Ventures,BlackRock Private Equity Partners,Calm Ventures,Gaingels,JAZZ Venture Partners,Kicker Ventures,Leaps by Bayer,Mirae Asset Capital,New Enterprise Associates,Owl Ventures,Plug and Play Tech Center,Social Discovery Ventures,Temasek Holdings,What If Ventures",119.0,www.woebothealth.com,* Your mental health ally,Chatbots & Avatars,,Applications (Vertical),Text,Chat / Conversational,Healthcare,Yes,,,,,,,,,
Woebot Health,123300000.0,"Gaingels, Bossanova Investimentos, Alumni Ventures, What If Ventures, Mirae Asset Capital",,https://woebothealth.com/,,Chatbot/Conversational AI,Mental Health / chatbot,,,,,,2017,SF Bay Area,,,,,,,
Wokelo.ai,,,,https://www.wokelo.ai/,,Text,Market Research Reports,,,,,,2022,"Seattle, WA",,,,,,,
Wombo,6000000.0,"500 Global, FJ Labs, Global Founders Capital, 468 Capital, Sound Ventures",38.0,https://www.wombo.ai/,* High quality artwork in seconds,Video,Lip Synced Visualizations,Applications (Horizontal),Image,Image Generation,General,Yes,2020,North America (excl. US),,,,,,,
WordLift,899247.0,Primo Ventures,,https://wordlift.io/,,Data,AI-powered SEO / structured data generation,,,,,,2017,Europe,,,,,,,
"Workorb
",0.0,,,https://www.workorb.ai/,"* Workorb AI is the future of work for customer-facing teams, with automated complex repetitive tasks and greatly improved sales, upsell and service outcomes.
* We stitch internal and external conversations to untangle multi-year multi-people B2B customer relationships using a new class of LLMs --  Graph Large Language Models.",Sales Tools,,Applications (Horizontal),Text,Sales / Copywriting,General,Yes,,,,,,,,,
Workorder AI,1100000.0,"Mucker Capital, MPG Fund, Ian McHenry, UBMB",,https://www.workorder.ai/,,Image,Architecture design,,,,,,2019,Other US,,,,,,,
Write with LAIKA,150000.0,,,https://www.writewithlaika.com/,,Text,Personalised AI for writers,,,,,,2022,Europe,,,,,,,
Writer,26000000.0,"Insight Partners, GTMfund, Upfront Ventures, Gradient Ventures, Scott Belsky",,https://writer.com/,,Text,Writing/Editing,,,,,,2020,SF Bay Area,,,,,,,
Writerly,,,,https://writerly.ai/,,Text,Content creation (SEO),,,,,,2022,Other US,,,,,,,
WriterZen,1300000.0,Wavemaker Partners,,https://writerzen.net/,,Text,Content creation,,,,,,2021,APAC,,,,,,,
Writesonic,2625000.0,"Y Combinator, Soma Capital, Amino Capital, HOF Capital, Rebel Fund",25.0,https://writesonic.com/,"* Your AI Assistant for Writing
- Meet Writesonic: World's only AI writer that helps you write SEO-optimized, long-form (up to 1500 words) blog posts & articles in 15 seconds.",Text,Content Writing,Applications (Vertical),Text,General Writing & Editing,Marketing,Yes,2021,SF Bay Area,,,,,,,
Xembly,20000000000000.0,"75 & Sunny,Ascend Venture Capital (Seattle),Flex Capital,Lightspeed Venture Partners,Norwest Venture Partners,Seven Peaks Ventures",22.0,www.xembly.com,"* Make every day meaningful
- An automated chief of staff to handle the tasks that slow you down.",Task Automation & Virtual Assistant,,Applications (Horizontal),Code,RPA Automation,General,Yes,,,,,,,,,
XOKind,3600000.0,"Section 32, Adam D’Angelo, Naveen Rao, Frederic Kerrest, Avid Larizadeh",,https://www.xokind.com/,,Chatbot/Conversational AI,Support (Chat/Email),,,,,,2019,"San Diego, CA",,,,,,,
XOLTAR,,,,https://xoltar.com/,,Avatars,AI accountability partners,,,,,,2020,Israel,,,,,,,
Xyla,0.0,No Data,,https://xyla.com/,* AI for turning the world's medical text into medical knowledge,Vertical,,Applications (Vertical),Text,Summarisation & Insights,Healthcare,Yes,,,,,,,,,
YData,3242540.0,"Techstars, Google for Startups, Real Ventures, Flying Fish Partners, Faber",,https://ydata.ai/,,Data,Synthetic data generation for AI,,,,,,2019,"Seattle, WA",,,,,,,
Yepic,13170000.0,,,https://www.yepic.ai/,,Video,AI powered dubbing,,,,,,2019,"London, UK",,,,,,,
YoDayo,100000.0,Friends and Family,,https://yodayo.com/,,Image,Anime art generation,,,,,,2021,"New York, NY",,,,,,,
You,45000000.0,"Norwest Venture Partners, Radical Ventures, Breyer Capital, SVA, Sound Ventures",,https://you.com/,,Text,AI Writer / Knowledge Search,,,,,,2020,SF Bay Area,,,,,,,
Yurts.ai,0.0,Mango Capital (Venture Capital),2.0,www.yurts.ai,"* Focus on building great applications, not building models
- Yurts ai is the application development platform that makes large model architectures accesssible and affordable","MLOps, Infra, & DevTools",,AI Development & Tools,,Customer support / Knowledge Management,General,Yes,,,,,,,,,
Zebracat,450000.0,,,https://www.zebracat.ai/,,Video,Marketing video generation,,,,,,2021,Europe,,,,,,,
Zenlytic,6400000.0,"Correlation Ventures, Primary Venture Partners, Bain Capital Ventures, Sequoia Capital (SSF), Company Ventures",,https://www.zenlytic.com/,,Data,"LLM business intelligence tool, lets you chat with a cloud data warehouse",,,,,,2018,"New York, NY",,,,,,,
ZERO,12120000.0,"NFX, s16vc, One Way Ventures, AltaIR Capital, 468 Capital, NFX",,https://zerosystems.com/,,Legal,Automated admin tasks,,,,,,2014,SF Bay Area,,,,,,,
Zeta Alpha,1192266.0,,,https://www.zeta-alpha.com/,,Semantic Search,Discover and organize knowledge,,,,,,2019,Europe,,,,,,,
ZibraAI,1700000.0,"Sebastien Borget, All Turtles, SID Venture Partners, Network VC Syndicate Fund, Gismart",,https://zibra.ai/,,Game,AI-Generated assets for any virtual world,,,,,,2021,Europe,,,,,,,
Zilliz,72500000000000.0,"5Y Capital,Beyond Ventures,CRCM Ventures,Eminence Ventures,Green Pine Capital Partners,Hillhouse Capital Group,LF AI Foundation,Microsoft for Startups,Pavilion Capital Partners,Prosperity7 Ventures,Trustbridge Partners,VMware,Yunqi Partners",60.0,www.zilliz.com,"* Zilliz is a leading vector database company for enterprise-grade AI, built by the engineers who created Milvus, the world's most popular open-source vector database.",Vector Search,,AI Development & Tools,,Data Management,General,Yes,,,,,,,,,
ZMO.ai,8000000000000.0,"GGV Capital,GSR Ventures,Hillhouse Capital Group",30.0,www.zmoai.cn,"* Showcase Clothing on Fashion Models In Minutes
- High-quality model images that help fashion brands reduce waiting time, save cost, and improve diversity",Product Display,,Applications (Vertical),Image,Image Generation,E-Commerce,Yes,,,,,,,,,
Zocket,3022254.0,"Kalaari Capital, Jasminder Gulati, Kettleborough VC",,https://www.zocket.com/,,Image,Digital Ad generation platform,,,,,,2021,APAC,,,,,,,
Zubtitle,,,,https://zubtitle.com/,,Video,Subtitles,,,,,,2018,Other US,,,,,,,
AiMi,20000000.0,"Founders Fund, Ethos VC, Great Mountain Partners",,https://www.aimi.fm/,,Audio,Music generation,,,,,,2019,Other US,,,,,,,
Aflorithmic,2185011.0,Crowd Media,,https://www.aflorithmic.ai/,,Audio,Audio as a Service,,,,,,2019,"London, UK",,,,,,,
AI2sql,,,,https://www.ai2sql.io/,,Code,Data queries / SQL,,,,,,2021,MENA,,,,,,,
