Company Name,Funding (est $),Notable Investors,Headcount,URL,Description,Category,Focus,Value Chain Layer,Modality,Product Focus,Industry,Active?,Founded,HQ,Logo,Founders,Last Round,Valuation,Business Model,Open Source?,
Strmr,,,,https://www.strmr.com/,,Image,Image Generation,,,,,,,SF Bay Area,,,,,,,
Stylo,"$3,000,000","Caffeinated Capital, Matchstick Ventures, Converge, VITALIZE Venture Capital",,https://www.askstylo.com/,,Audio,Contact Center,,,,,,,Other US,,,,,,,
Subtxt,,,,https://subtxt.app/,,Text,Writing (stories),,,,,,,"Los Angeles, CA",,,,,,,
SudoWrite,"$3,000,000 ","500 Global,Andrew Weissman,Caffeinated Capital,Daniel Ha,Evan Williams,Garuda,George Nolfi,Gustaf Alstromer,Human Ventures,John August,Justin Choi,Kevin Lacker,Matthew Mullenweg,Naveen Selvadurai,Om Malik,Patrick Lee,Rob LaFave,Sahil Lavingia,Scott Belsky",4,www.sudowrite.com,* Bust writer’s block with our magical writing AI.,Tools for Artists,,Applications (Horizontal),Text,General Writing & Editing,General,Yes,,,,,,,,,
Sudowrite,"$3,000,000",500 Global,,https://www.sudowrite.com/,,Text,Writing (automated),,,,,,,SF Bay Area,,,,,,,
Summari,"$3,200,000",SVA,,https://www.summari.com/,,Summarization,Summarization (reading),,,,,,,SF Bay Area,,,,,,,
Supercreator,$0 ,No Data,,www.supercreator.ai/,"* Turn yourself into a supercreator!
- Create short form videos 10x faster using artificial intelligence",Content Repurposing,,Applications (Vertical),Video,Video Generation & Animation,Marketing,Yes,,,,,,,,,
SuperCreator,"$1,170,000",,,https://www.supercreator.ai/,,Video,Short form video,,,,,,,Israel,,,,,,,
Supertone,"$3,572,705","Hybe, Big Hit Music",,https://supertone.ai/,,Audio,Voice Generation / cloning,,,,,,,APAC,,,,,,,
Surfer,,,,https://surferseo.com/,,Text,Marketing content generation,,,,,,,Europe,,,,,,,
Swapp,"$18,500,000","Eurazeo, Waveline Ventures, Activum, Entrée Capital, Point72 Ventures",,https://www.swapp.ai/,,Image,AI-Powered Construction Documents,,,,,,,"London, UK",,,,,,,
Symbl.ai,"$23,620,000","Techstars, Bossanova Investimentos, GreatPoint Ventures, Jump Capital, Crosscut Ventures",,symbl.ai,,MLOps/Platform,Conversational AI Platform,,,,,,,"Seattle, WA",,,,,,,
Syntegra,"$5,625,000","Village Global, WVV Capital, Launchpad Capital, Impact Venture Capital, GRIDS Capital",,https://www.syntegra.io/,,Data,Healthcare synthetic data,,,,,,,SF Bay Area,,,,,,,
Synthesia,"$65,500,000 ","Christian Bach,FirstMark Capital,GV,Innovate UK,Kleiner Perkins,LDV Capital,Mark Cuban,Martin Varsavsky,Michael Buckley,MMC Ventures,Nigel Morris,Philipp Moehring,Radical Investments,Seedcamp,Taavet Hinrikus,Tiny.VC,VAS Ventures",125,www.synthesia.io,"* Create AI videos at scale in 60 languages
- Synthesia is a web-based platform for creating videos with AI avatars. Thousands of companies use it to create professional videos at scale, 80% faster than before.",Synthetic Talking Heads,,Applications (Horizontal),Video,Avatars,General,Yes,,,,,,,,,
Synthesia,"$66,600,000","Google Ventures, s16vc, MMC Ventures, FirstMark, LDV Capital",,https://www.synthesia.io/,,Avatars,AI avatar video creation,,,,,,,"London, UK",,,,,,,
Synthesis AI,"$21,500,000","Bossanova Investimentos, 468 Capital, Bee Partners, LETA Capital, Sorenson Ventures",,synthesis.ai,,MLOps/Platform,Synthetic data and image generation,,,,,,,SF Bay Area,,,,,,,
Synthesis.ai,"$25,100,000 ","468 Capital,Alumni Ventures,Bee Partners,Boom Capital Ventures,iRobot Ventures,Kubera Venture Capital,Leta Capital,PJC,Sorenson Ventures,Swift Ventures",29,www.synthesis.ai,"* Better Models Deployed Faster With Synthetic Data
- A synthetic data platform for ML engineers providing perfectly labeled, diverse, and photorealistic images and videos.",Training Data,,AI Development & Tools,Image,Data Management,General,Yes,,,,,,,,,
Synthesys,,,,https://synthesys.io/,,Video,Text to Video,,,,,,,"London, UK",,,,,,,
Syntheticus,$0 ,,4,www.syntheticus.ai,"* Search the Internet with help from a smart AI assistant
- Input your private data, and our engine turns it into shareable synthetic data.",Training Data,,AI Development & Tools,Text,Data Management,General,Yes,,,,,,,,,
Tabnine,"$30,100,000 ","Arie Yahav,Bob Pasker,Fred Bosch,Headline Ventures,Hetz Ventures,Khosla Ventures,LIP Ventures Boutique,OurCrowd,Qualcomm Ventures,Samsung NEXT Ventures,Technion Israel Institute of Technology,TPY Capital",48,https://www.tabnine.com/,"* AI Assistant For Software Developers
- Code Faster With Whole-Line & Full-Function Code Completions","Generation for Code, Terminal, and Querying",,Applications (Horizontal),Code,Code generation & Documentation,General,Yes,,,,,,,,,
Tabnine,"$32,050,000","OurCrowd, Samsung NEXT, Qualcomm Ventures, Khosla Ventures, Headline",,https://www.tabnine.com/,,Code,Code Completion,,,,,,,Israel,,,,,,,
Tailorbird,,"NFX, FJ Labs, Moderne Ventures",,https://www.tailorbird.us/,,Image,Architecture planning,,,,,,,Other US,,,,,,,
Tavus,"$4,400,000 ","Browder Capital,Mantis VC,SaxeCap,Sequoia Capital,Y Combinator,Zillionize",10,www.tavus.io,"* Record One Video, We'll Handle The Next Thousand.
- Transform how you build relationships with Tavus. Record once and watch as our AI automatically generates personalized videos in one click. Ready to unlock the power of video and see 5x conversions?",Synthetic Talking Heads,,Applications (Horizontal),Video,Avatars,General,Yes,,,,,,,,,
Tavus,"$6,100,000","Sequoia Capital, Y Combinator, Accel, Lightspeed Venture Partners, Hack VC",,https://www.tavus.io/,,Video,Personalized videos,,,,,,,SF Bay Area,,,,,,,
Tenyx,"$15,000,000 ","AME Cloud Ventures,Cota Capital,Morado Ventures,Natural Bridge Fund,Pathbreaker Ventures,Point72 Ventures,StageOne Ventures",10,www.tenyx.com,* Tenyx is developing the next generation of intelligent machines based on propriertary neuroscience-inspired AI technology,Contact Center,,Applications (Horizontal),Audio,Customer support,General,Yes,,,,,,,,,
TermScout,"$7,270,000","NFX, Techstars, Ground Up Ventures, NFX, Underdog Labs, Bridge Investments",,https://www.termscout.com/,,Legal,Legal contract platform,,,,,,,Other US,,,,,,,
TestFit,"$22,000,000",Parkway Venture Capital,,https://testfit.io/,,Image,Real estate design,,,,,,,Other US,,,,,,,
"Text, Inc (LiveChat)",,,,https://www.text.com/,,Chatbot/Conversational AI,Text Intelligence for better customer service,,,,,,,Europe,,,,,,,
TextCortex AI,"$1,200,000","Entrepreneur First, Speedinvest, b2venture (formerly btov Partners), Amar Shah, Holger Hengstler",,https://textcortex.com/,,Text,Marketing content generation,,,,,,,Europe,,,,,,,
Textio,"$42,500,000 ","Bloomberg Beta,Cowboy Ventures,Emergence Capital Partners,Industry Ventures,Operator Collective,Scale Venture Partners,Upside Partnership",139,www.textio.com,"* End hidden bias, literally.
- Textio has developed the world’s most advanced workplace language guidance, so you can see where social bias is hiding—and know exactly how to fix it. Now available for both recruiting and performance feedback!",HR,,Applications (Vertical),Text,,Human Resources,Yes,,,,,,,,,
Textio,"$42,499,972","Emergence, Industry Ventures, Bloomberg Beta, Upside Partnership, Scale Venture Partners",,https://textio.com/,,Sentiment Analysis,Writing (bias / sentiment),,,,,,,"Seattle, WA",,,,,,,
Textmetrics,,"OostNL, Filsa Capital",,https://www.textmetrics.com/,,Text,Writing/Editing,,,,,,,Europe,,,,,,,
The Culture DAO,,,,https://www.theculturedao.com/,,Image,Media/Advertising,,,,,,,Other US,,,,,,,
The Keys,"$2,300,000 ","Asymmetry Ventures,Cassis & Cassis Capital,Corner3,Datapower Ventures,DayDreams Ventures,DCA Asset Management,FirstMile Ventures,Kickstart Seed Fund,Moontide Capital,Service Provider Capital,Techstars,The Fund",23,www.thekeys.ai,* Better connection starts with a single message,Other Consumer,,Applications (Vertical),Text,Sales / Copywriting,Automotive,Yes,,,,,,,,,
The Simulation,"$10,500,000","Manta Ray, Social Discovery Ventures, Day One Ventures, LionTree LLC, 7percent Ventures, Boston Seed Capital, Dream Machine, GFR Fund, Outpost Capital LLC, Riverside Ventures, AET Fund (Akatsuki Entertainment Technology Fund), Super Ventures",,https://fablesimulation.com/,,Game,NFT metaverse simulation,,,,,,,SF Bay Area,,,,,,,
The.com,"$5,400,000 ","Bill Mushkin,Chad McDaniel,Darren Kelly,Harry Stebbings,LDR Ventures,NFX,Sound Ventures,Southern Sun Angel Capital,Village Global,VSC Ventures",13,www.the.com,"* Your website is too small.
- Expand your share of the web, automatically.",Website Builder,,Applications (Vertical),Code,Application Building,Marketing,Yes,,,,,,,,,
The.com,"$4,000,000","NFX, NFX, Sound Ventures, Harry Stebbings, Village Global, VSC Ventures, Jay Parikh",,https://www.the.com/,,Code,Website Generation,,,,,,,SF Bay Area,,,,,,,
theGist,"$7,000,000","Aleph, StageOne Ventures, Avishai Abrahami, Yoav Vilner, Itzik Ben Bassat",,https://www.thegist.ai/,,Text,Summarizes Slack messages,,,,,,,Israel,,,,,,,
Thundercontent,,,,https://thundercontent.com/,,Text,Marketing content creation,,,,,,,"New York, NY",,,,,,,
Tiamat World,"$9,000,000","DCM Ventures, Vitalbridge Capital, Linear Capital",,http://www.tiamat.world/,,Image,Text-to-Image Generation,,,,,,,APAC,,,,,,,
Timely,"$2,800,000 ",,9,www.timelyai.com,"* Scheduling has never been this simple
- You want your work to flow smoothly. But managing appointments can be a lot of work. With timelyAI you can organize your entire schedule via WhatsApp — it’s as easy as texting with a friend",Task Automation & Virtual Assistant,,Applications (Horizontal),Code,RPA Automation,General,Yes,,,,,,,,,
TLDR This,,,,https://tldrthis.com/,,Summarization,Summarization,,,,,,,APAC,,,,,,,
Tome,"$75,300,000","500 Global, 8VC, Wing Venture Capital, Lightspeed Venture Partners, Coatue",,https://tome.app/,,Summarization,Content summarization,,,,,,,SF Bay Area,,,,,,,
Tonic,"$45,000,000","Insight Partners, GGV Capital, Bloomberg Beta, Xfund, Heavybit",,https://www.tonic.ai/,,Data,Synthetic Data,,,,,,,SF Bay Area,,,,,,,
Topic,,,,https://www.usetopic.com/,,Text,Content creation (SEO),,,,,,,SF Bay Area,,,,,,,
Trinka,,,,https://www.trinka.ai/,,Text,Writing/Editing,,,,,,,APAC,,,,,,,
Triple Whale,"$52,700,000","NFX, Shopify, NFX, Shaan Puri, Elephant, Tectonic Capital",,https://www.triplewhale.com/,,Data,"E-commerce, marketing",,,,,,,Israel,,,,,,,
TrueFoundry,"$2,300,000","Trajectory Ventures, Vijay Shankar, Eniac Ventures, Naval Ravikant, Mana Ventures",,https://www.truefoundry.com/,,MLOps/Platform,Model development,,,,,,,SF Bay Area,,,,,,,
Tuney,"$1,360,000","Gaingels, Mucker Capital, CIC Angels, bValue Fund, MuckerLab",,https://www.tuney.io/,,Audio,Song generation and AI generated remixes,,,,,,,"Los Angeles, CA",,,,,,,
Twain,"$2,700,000 ","Calm/Storm Ventures,Foreword,Sequoia Arc,System.One,Tarek Müller,TQ Ventures",20,www.usetwain.com,"* Write emails that get answers
- Twain is the AI communication assistant for outreach",Sales Tools,,Applications (Horizontal),Text,Sales / Copywriting,General,Yes,,,,,,,,,
Twain,"$4,530,895","Sequoia Capital, Calm/Storm Ventures, TQ Ventures, Andreas Kupke, Johann ""Hansi"" Hansmann",,https://www.usetwain.com/,,Text,Email Outbound,,,,,,,Europe,,,,,,,
Twelve Labs,"$17,120,000","Techstars, Index Ventures, Radical Ventures, WndrCo, Dug Song",,https://twelvelabs.io/,,Semantic Search,Video/Image Search,,,,,,,SF Bay Area,,,,,,,
Twig.so,"$100,000","Tier 1 Scout Fund, 8 Angels",,https://www.twig.so/,,Summarization,AI assistants for Technical Support Agents,,,,,,,SF Bay Area,,,,,,,
Tymely,"$7,000,000 ","97212 Ventures,DESCOvery group,Hetz Ventures",,www.tymely.ai,"* Astonish Your Customers With Outstanding Customer Service
- Finally, an AI for eCommerce customer support emails that works with human-level accuracy.",Contact Center,,Applications (Horizontal),Text,Customer support,General,Yes,,,,,,,,,
Tymely,"$7,000,000","Insight Partners, Hetz Ventures, 97212 Ventures, DESCOvery",,https://www.tymely.ai/,,Chatbot/Conversational AI,Contact Center (E-Commerce),,,,,,,"New York, NY",,,,,,,
Typeface,"$65,000,000","Menlo Ventures, Google Ventures, Lightspeed Venture Partners, M12 - Microsoft's Venture Fund",,https://www.typeface.ai/,,Text,Marketing copies that include text and images,,,,,,,SF Bay Area,,,,,,,
Typewise,"$4,900,000 ","EuroUS Ventures,Innosuisse,North West Quadrant Ventures,Rebel Fund,StartAngels Network,Swiss ICT Investor Club,TR Invest (Switzerland),Y Combinator,Ziano Ventures",20,www.typewise.app,"Communicate faster & more effectively
AI writing solution for customer service & sales teams",Contact Center,,Applications (Horizontal),Text,Customer support,General,Yes,,,,,,,,,
Typewise,"$3,447,167","Y Combinator, Innosuisse, Seedrs, SICTIC, Rebel Fund",,https://www.typewise.app/,,Text,Writing (CS / Sales),,,,,,,Europe,,,,,,,
UberDuck,"$500,000",Y Combinator,,https://uberduck.ai/,,Audio,Voiceovers,,,,,,,"Seattle, WA",,,,,,,
Uizard,"$18,600,000","Insight Partners, 7percent Ventures, byFounders, LDV Capital, AV8 Ventures",,https://uizard.io/,,Image,Product Design,,,,,,,Europe,,,,,,,
Ultimate,"$27,400,545","Techstars, European Innovation Council, HV Capital, OMERS Ventures, Maki.vc",,https://www.ultimate.ai/,,Chatbot/Conversational AI,Automated Virtual Agents,,,,,,,Europe,,,,,,,
Unbounce,"$39,147,612","500 Global, Espresso Capital, Accomplice, Real Ventures, Founders' Co-op",,https://unbounce.com/,,Text,AI Writer / Landing Pages,,,,,,,North America (excl. US),,,,,,,
UneeQ,"$10,000,000","Alium Capital, Icehouse Ventures, Navigate Ventures LLC",,https://digitalhumans.com/,,Chatbot/Conversational AI,Digital human creator platform,,,,,,,APAC,,,,,,,
United Robots,"$1,766,281",Investment AB Spiltan,,https://www.unitedrobots.ai/,,Text,News Publishing / Generation,,,,,,,Europe,,,,,,,
Unscrambl,"$2,100,000 ","gener8tor,Mosaik Partners,OnRamp Insurance Accelerator,Right Side Capital Management",51,www.unscrambl.com,* Teams can now get conversational access to to data and insights,Business Intelligence,,Applications (Horizontal),Code,Data Analytics,General,Yes,,,,,,,,,
UnScreen,,,,https://www.unscreen.com/,,Video,Video creation/editing,,,,,,,Europe,,,,,,,
Unthink AI,"$285,000","HBAR Fund, George Brody, Anto Thomas",,https://unthink.ai/,,Code,E-Commerce web page generation,,,,,,,Other US,,,,,,,
Upword,"$2,000,000",ATOORO FUND,,https://upword.ai/,,Summarization,News summarization,,,,,,,Other US,,,,,,,
Ushur,"$92,000,000","8VC, Plug and Play, Iron Pillar, Third Point Ventures, Pentland Ventures",,https://ushur.com/,,Chatbot/Conversational AI,Automated Virtual Agents,,,,,,,SF Bay Area,,,,,,,
Valdi,,,,https://valdi.ai/,,MLOps/Platform,Uber for cloud computing,,,,,,,"Los Angeles, CA",,,,,,,
Valence,"$8,527,784","Techstars, Creative Destruction Lab (CDL), Brightspark Ventures, FounderFuel, Panache Ventures",,https://www.valencediscovery.com/,,Bio,Drug discovery platform,,,,,,,North America (excl. US),,,,,,,
Variational AI,"$3,658,940","Flying Fish Partners, Alliance of Angels, Lip-Bu Tan, Amarjit Gill, A&E Investments",,https://variational.ai/,,Bio,Novel and selective kinase inhibitors (cancer drugs),,,,,,,North America (excl. US),,,,,,,
Vectara,"$20,000,000 ","BECO Capital,Brighter Capital,Essence Venture Capital,Feld Ventures,Green Sands Equity,GTM Capital,MDSV Capital,NKM Capital,OODA Ventures,Raed Ventures,Spark Labs,Sparq Capital (United States),Transform VC,Vertex Ventures US",14,www.vectara.com,"* The AI-powered platform for search.
- Harness the power of advanced neural networks to search your textual data with unrivaled accuracy. All with simple, scalable APIs and zero maintenance.",Vector Search,,Applications (Horizontal),Text,Search,General,Yes,,,,,,,,,
Vectara,"$20,000,000","Charles Zedlewski, Page One Ventures",,https://vectara.com/,,Semantic Search,Video/Image Search,,,,,,,SF Bay Area,,,,,,,
Vedia,,,,http://www.vedia.ai/,,Video,Video generation,,,,,,,"Miami, FL",,,,,,,
VEED,"$35,000,000","Sequoia Capital, s16vc",,https://www.veed.io/,,Video,Video creation/editing,,,,,,,"London, UK",,,,,,,
Verloop,"$8,000,000","ADQ, Mohandas Pai, Anand Chandrasekaran, Kris Gopalakrishnan, Ganesh Krishnan",,https://verloop.io/,,Chatbot/Conversational AI,Automated Virtual Agents,,,,,,,APAC,,,,,,,
Vespa,$0 ,,,www.vespa.ai,"* Big Data. AI. Online.
- Make AI-driven decisions using your data, in real time. At any scale, with unbeatable performance.",Vector Search,,Applications (Horizontal),Code,Data Analytics,General,Yes,,,,,,,,,
Viable,"$11,000,000 ","10X Capital,Behind Genius Ventures,Chapter One Ventures,Craft Ventures,GTMFund,irrvrntVC,Javelin Venture Partners,Merus Capital,Noveus Capital,Rahul Vohra,Samvit Ramadurgam,Scott Belsky,Stratminds VC,Streamlined Ventures,Tempo Ventures,Todd Goldberg,Work Life Ventures",19,www.askviable.com,"* Don't just organize your feedback, understand it.
- Get customer insights tailored to your C-suite, product, CX, or UX research teams, backed by your customer feedback data.",Voice of the Customer Analysis,,Applications (Horizontal),Code,Customer support / Knowledge Management,General,Yes,,,,,,,,,
Viable,"$10,900,000","Bossanova Investimentos, Craft Ventures, Merus Capital, GTMfund, StratMinds",,https://www.askviable.com/,,Sentiment Analysis,Customer support / text analysis,,,,,,,SF Bay Area,,,,,,,
Vidyo,"$1,160,000",,,https://vidyo.ai/,,Video,Video clipping (longform to shortform),,,,,,,APAC,,,,,,,
Vizcom,$0 ,,3,www.vizcom.co,* AI creative tool assisting professional artists and designers in bringing their ideas to life,Design Tools,,Applications (Vertical),Image,Image Generation,Product Design,Yes,,,,,,,,,
Vizcom,,,,https://www.vizcom.ai/,,Image,Hand sketching and AI to render faster,,,,,,,SF Bay Area,,,,,,,
Vizologi,,,,https://vizologi.com/,,Text,AI generated answers,,,,,,,Europe,,,,,,,
VOCHI,"$1,486,100,000","Rakuten, Andreessen Horowitz, K2 Global, Wellington Management, Bessemer Venture Partners",,https://vochi.com/,,Video,Video creation/editing,,,,,,,SF Bay Area,,,,,,,
Voicemod,"$8,000,000 ","BITKRAFT Ventures,Demium,Demium Capital,Wayra",55,www.voicemod.net,"* Free Real-Time Voice Changer
- Express yourself with our real-time AI Voice Changer and soundboard to be who you want, when you want in the metaverse. Build your sonic identity for platforms like Roblox, OBS, VRChat, Discord, and more. ",Accent Modulation & Voice Augmentation,,Applications (Horizontal),Audio,Audio Editing & Dubbing,General,Yes,,,,,,,,,
Voicemod,"$23,047,522","BITKRAFT Ventures, Demium, Wayra, K Fund, ABACON CAPITAL",,https://www.voicemod.net/,,Audio,Voice Changing,,,,,,,Europe,,,,,,,
Voiseed,"$4,073,637","European Innovation Council, LIFTT, SkyDeck Berkeley",,https://www.voiseed.com/,,Audio,Multilingual AI dubbing platform,,,,,,,Europe,,,,,,,
Vozy,"$8,082,600","Globant, Parallel18, Wayra, The Ark Fund, Arash Ferdowsi",,https://www.vozy.co,,Chatbot/Conversational AI,Conversational voice intelligence,,,,,,,LatAm,,,,,,,
"Vu Technologies, Inc.","$17,000,000","ADX Labs, Topmark Partners, Jacques Fu, Lane Five Ventures",,https://www.vu.ai/,,Video,Virtual visual production workflows,,,,,,,"Miami, FL",,,,,,,
Vue.ai,"$47,000,000 ","Abishek Surendran,AIRI Capital,Alpha Wave Global,Array Ventures,Deepak Pulakurthi,Exfinity Venture Partners,Global Brain,growX Ventures,KDDI Ventures Program,rocketship.vc,Sequoia Capital India",306,www.madstreetden.com,"[AUTOMATED ON-MODEL IMAGERY TOOL]
* Simplify how you create on-model product photos
- Vue.ai helps fashion retailers create high-quality on-model product photos without the hassle of elaborate photoshoots.",Product Display,,Applications (Vertical),Image,Image Generation,E-Commerce,Yes,,,,,,,,,
Walnut,"$56,000,000","NFX, SVA, Immad Akhund, A.Capital Ventures, Graph Ventures, Felicis",,https://www.walnut.io//,,Text,Sales product demos,,,,,,,"New York, NY",,,,,,,
Wand,"$5,000,000","Angels, Rebellion Ventures",,https://wand.ai/,,MLOps/Platform,End-to-end AI platform to solve business problems and create value faster,,,,,,,Israel,,,,,,,
Warp,"$23,000,000","Google Ventures, Mischief, Elad Gil, Dylan Field, Contrary",,https://www.warp.dev/,,Code,code generation (terminal),,,,,,,"New York, NY",,,,,,,
WaveAI,"$1,400,000","500 Global, Goodwater Capital",,https://www.wave-ai.net/,,Audio,Song generation,,,,,,,SF Bay Area,,,,,,,
wavel.ai,"$100,000 ",Entrepreneur First,,www.wavel.ai,"* Your AI editor for Videos
- Multi diverse organizations use Wavel’s localization solutions to scale content 3x better and win more customers.",Synthetic Voices & Dubbing,,Applications (Horizontal),Audio,Audio Editing & Dubbing,General,Yes,,,,,,,,,
Waymark,"$4,616,262","Draper Associates, Revolution, Revolution’s Rise of the Rest Seed Fund, Detroit Venture Partners, First Step Fund",,https://waymark.com/,,Video,Text-to-video generation,,,,,,,Other US,,,,,,,
Weave.ai,"$4,000,000",Techstars,,https://www.weave.ai/,,Summarization,Summarization,,,,,,,"Seattle, WA",,,,,,,
Weaviate,"$17,600,000 ","Cortical Ventures,ING Ventures,New Enterprise Associates,Scale Asia Ventures,Zetta Venture Partners",11,www.semi.technology,"* Weaviate • Vector Search Engine
- Weaviate is an open source vector search engine that stores both objects and vectors, allowing for combining vector search with structured filtering with the fault-tolerance and scalability of a cloud-native database, all accessible through GraphQL, REST, and various language clients.",Vector Search,,AI Development & Tools,,Data Management,General,Yes,,,,,,,,,
Weights & Biases,"$200,000,000","NVIDIA, Gaingels, Insight Partners, Hack VC, Coatue",,https://wandb.ai/site,,MLOps/Platform,Model development,,,,,,,SF Bay Area,,,,,,,
WellSaid,"$12,100,000 ","AI2 Incubator,Fuse (Seattle),Good Friends,Qualcomm Ventures,Voyager Capital",50,www.wellsaidlabs.com,"* Convert text to voice in real time
- With WellSaid, you and your team can create voiceover for all your digital content. All it takes is one click.",Synthetic Voices & Dubbing,,Applications (Horizontal),Audio,Audio Editing & Dubbing,General,Yes,,,,,,,,,
WellSaid,"$10,000,000","Qualcomm Ventures, FUSE, Good Friends, Voyager Capital",,https://wellsaidlabs.com/,,Audio,Text to Speech,,,,,,,"Seattle, WA",,,,,,,
Whizle,,,,https://whizle.com,,Text,Generates quizzes from videos,,,,,,,"London, UK",,,,,,,
Windsor,"$2,800,000 ","Afore Capital,Andrew Wilkinson,Leyden Ventures,Louis Beryl,Packy McCormick,Polymath Capital Partners,Precursor Ventures,Shrug Capital,Siqi Chen,Soleio Cuervo,Tiny Capital,Y Combinator",9,www.windsor.io,"* Send a personal video to every single customer so they never forget your brand
- Record one video and Windsor's AI sends out millions of personalized copies to your customers.",Synthetic Talking Heads,,Applications (Horizontal),Video,Avatars,General,Yes,,,,,,,,,
Windsor,"$3,100,000","Y Combinator, Guillermo Rauch, Precursor Ventures, Siqi Chen, Andrew Wilkinson",,https://www.windsor.io/,,Video,Personalized videos,,,,,,,SF Bay Area,,,,,,,
Wisecut,"$250,000","Meta, Google for Startups, TheVentureCity",,https://www.wisecut.video/,,Video,Video editing,,,,,,,"Miami, FL",,,,,,,
Woebot,"$139,400,000 ","10X Capital,AI Fund,Alumni Ventures,BlackRock Private Equity Partners,Calm Ventures,Gaingels,JAZZ Venture Partners,Kicker Ventures,Leaps by Bayer,Mirae Asset Capital,New Enterprise Associates,Owl Ventures,Plug and Play Tech Center,Social Discovery Ventures,Temasek Holdings,What If Ventures",119,www.woebothealth.com,* Your mental health ally,Chatbots & Avatars,,Applications (Vertical),Text,Chat / Conversational,Healthcare,Yes,,,,,,,,,
Woebot Health,"$123,300,000","Gaingels, Bossanova Investimentos, Alumni Ventures, What If Ventures, Mirae Asset Capital",,https://woebothealth.com/,,Chatbot/Conversational AI,Mental Health / chatbot,,,,,,,SF Bay Area,,,,,,,
Wokelo.ai,,,,https://www.wokelo.ai/,,Text,Market Research Reports,,,,,,,"Seattle, WA",,,,,,,
Wombo,"$6,000,000 ","10X Capital,305 Ventures,Anton Bernstein,Aria Emiko (Investment),Ashley Flucas,Brian Kim,dog poop ventures,FJ Labs,Gregory Walfish,Highfield Capital,Jeffery Brown,John-Paul Gallo,Ken Morimoto,Kube VC,Kubera Venture Capital,L&R Holding,Meadow Street Capital,Michael Melikian,SciFi VC,Shervin Pishevar,Sound Ventures,Sunny Jaisinghani,Zac Stern,Zaidur Rahman",38,www.wombo.ai,* High quality artwork in seconds,Other Consumer,,Applications (Horizontal),Image,Image Generation,General,Yes,,,,,,,,,
Wombo,"$6,000,000","500 Global, FJ Labs, Global Founders Capital, 468 Capital, Sound Ventures",,https://www.wombo.ai/,,Video,Lip Synced Visualizations,,,,,,,North America (excl. US),,,,,,,
WordLift,"$899,247",Primo Ventures,,https://wordlift.io/,,Data,AI-powered SEO / structured data generation,,,,,,,Europe,,,,,,,
"Workorb
",$0 ,,,https://www.workorb.ai/,"* Workorb AI is the future of work for customer-facing teams, with automated complex repetitive tasks and greatly improved sales, upsell and service outcomes.
* We stitch internal and external conversations to untangle multi-year multi-people B2B customer relationships using a new class of LLMs --  Graph Large Language Models.",Sales Tools,,Applications (Horizontal),Text,Sales / Copywriting,General,Yes,,,,,,,,,
Workorder AI,"$1,100,000","Mucker Capital, MPG Fund, Ian McHenry, UBMB",,https://www.workorder.ai/,,Image,Architecture design,,,,,,,Other US,,,,,,,
Write with LAIKA,"$150,000",,,https://www.writewithlaika.com/,,Text,Personalised AI for writers,,,,,,,Europe,,,,,,,
Writer,"$26,000,000","Insight Partners, GTMfund, Upfront Ventures, Gradient Ventures, Scott Belsky",,https://writer.com/,,Text,Writing/Editing,,,,,,,SF Bay Area,,,,,,,
Writerly,,,,https://writerly.ai/,,Text,Content creation (SEO),,,,,,,Other US,,,,,,,
WriterZen,"$1,300,000",Wavemaker Partners,,https://writerzen.net/,,Text,Content creation,,,,,,,APAC,,,,,,,
Writesonic,"$100,000 ","Alexey Girzhadovich,Amino Capital,Broom Ventures,HOF Capital,John Xie,Manpreet Singh,Neel Palrecha,Rebel Fund,Soma Capital,Vinay Shukla,William Spencer,Y Combinator",25,www.writesonic.com,"* Your AI Assistant for Writing
- Meet Writesonic: World's only AI writer that helps you write SEO-optimized, long-form (up to 1500 words) blog posts & articles in 15 seconds.",Generation for Copywriters & SMB Marketers,,Applications (Vertical),Text,General Writing & Editing,Marketing,Yes,,,,,,,,,
Writesonic,"$2,625,000","Y Combinator, Soma Capital, Amino Capital, HOF Capital, Rebel Fund",,https://writesonic.com/,,Text,Content Writing,,,,,,,SF Bay Area,,,,,,,
Xembly,"$20,000,000 ","75 & Sunny,Ascend Venture Capital (Seattle),Flex Capital,Lightspeed Venture Partners,Norwest Venture Partners,Seven Peaks Ventures",22,www.xembly.com,"* Make every day meaningful
- An automated chief of staff to handle the tasks that slow you down.",Task Automation & Virtual Assistant,,Applications (Horizontal),Code,RPA Automation,General,Yes,,,,,,,,,
XOKind,"$3,600,000","Section 32, Adam D’Angelo, Naveen Rao, Frederic Kerrest, Avid Larizadeh",,https://www.xokind.com/,,Chatbot/Conversational AI,Support (Chat/Email),,,,,,,"San Diego, CA",,,,,,,
XOLTAR,,,,https://xoltar.com/,,Avatars,AI accountability partners,,,,,,,Israel,,,,,,,
Xyla,$0 ,No Data,,https://xyla.com/,* AI for turning the world's medical text into medical knowledge,Vertical,,Applications (Vertical),Text,Summarisation & Insights,Healthcare,Yes,,,,,,,,,
YData,"$3,242,540","Techstars, Google for Startups, Real Ventures, Flying Fish Partners, Faber",,https://ydata.ai/,,Data,Synthetic data generation for AI,,,,,,,"Seattle, WA",,,,,,,
Yepic,"$13,170,000",,,https://www.yepic.ai/,,Video,AI powered dubbing,,,,,,,"London, UK",,,,,,,
